AcademicYear,Institution,Student Type,DemographicGroup,DemographicValue,DemographicSubgroup,DemographicSubgroupValue,AvgTTD,MedTTD,Number of Degrees
2018-19,Western Washington University,All Transfers,FT/PT Status,Full-Time,Washington College Grant Status,Received WA College Grant,2.87,2.5,475
2018-19,Western Washington University,All Transfers,FT/PT Status,Part-Time,None,All,3.2,2.75,170
2018-19,Western Washington University,All Transfers,None (All Students),All,None,All,2.78,2.5,1386
2018-19,Western Washington University,All Transfers,Pell Grant Status,Did Not Receive Pell Grant,None,All,2.65,2.42,755
2018-19,Western Washington University,All Transfers,Pell Grant Status,Did Not Receive Pell Grant,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,2.54,2.17,28
2018-19,Western Washington University,All Transfers,Pell Grant Status,Did Not Receive Pell Grant,Race/Ethnicity,Hispanic,3.05,2.75,49
2018-19,Western Washington University,All Transfers,Pell Grant Status,Did Not Receive Pell Grant,Race/Ethnicity,Multi Racial,3.09,2.5,60
2018-19,Western Washington University,All Transfers,Pell Grant Status,Did Not Receive Pell Grant,Race/Ethnicity,Unknown,2.18,2.25,38
2018-19,Western Washington University,All Transfers,Pell Grant Status,Did Not Receive Pell Grant,Race/Ethnicity,White,2.61,2.42,574
2018-19,Western Washington University,All Transfers,Pell Grant Status,Did Not Receive Pell Grant,Sex,Female,2.53,2.25,420
2018-19,Western Washington University,All Transfers,Pell Grant Status,Did Not Receive Pell Grant,Sex,Male,2.81,2.5,335
2018-19,Western Washington University,All Transfers,Pell Grant Status,Received Pell Grant,None,All,2.93,2.5,631
2018-19,Western Washington University,All Transfers,Pell Grant Status,Received Pell Grant,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,2.74,2.5,33
2018-19,Western Washington University,All Transfers,Pell Grant Status,Received Pell Grant,Race/Ethnicity,Hispanic,2.7,2.5,57
2018-19,Western Washington University,All Transfers,Pell Grant Status,Received Pell Grant,Race/Ethnicity,Multi Racial,3.06,2.75,56
2018-19,Western Washington University,All Transfers,Pell Grant Status,Received Pell Grant,Race/Ethnicity,White,2.94,2.5,452
2018-19,Western Washington University,All Transfers,Pell Grant Status,Received Pell Grant,Sex,Female,2.8,2.5,370
2018-19,Western Washington University,All Transfers,Pell Grant Status,Received Pell Grant,Sex,Male,3.12,2.75,261
2018-19,Western Washington University,All Transfers,Pell or Washington College Grant Status,Did Not Receive Pell or WA College Grant,None,All,2.66,2.42,742
2018-19,Western Washington University,All Transfers,Pell or Washington College Grant Status,Did Not Receive Pell or WA College Grant,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,2.54,2.17,28
2018-19,Western Washington University,All Transfers,Pell or Washington College Grant Status,Did Not Receive Pell or WA College Grant,Race/Ethnicity,Hispanic,3.07,2.75,43
2018-19,Western Washington University,All Transfers,Pell or Washington College Grant Status,Did Not Receive Pell or WA College Grant,Race/Ethnicity,Multi Racial,3.11,2.5,59
2018-19,Western Washington University,All Transfers,Pell or Washington College Grant Status,Did Not Receive Pell or WA College Grant,Race/Ethnicity,Unknown,2.18,2.25,38
2018-19,Western Washington University,All Transfers,Pell or Washington College Grant Status,Did Not Receive Pell or WA College Grant,Race/Ethnicity,White,2.62,2.42,569
2018-19,Western Washington University,All Transfers,Pell or Washington College Grant Status,Did Not Receive Pell or WA College Grant,Sex,Female,2.53,2.25,412
2018-19,Western Washington University,All Transfers,Pell or Washington College Grant Status,Did Not Receive Pell or WA College Grant,Sex,Male,2.81,2.5,330
2018-19,Western Washington University,All Transfers,Pell or Washington College Grant Status,Received Pell or WA College Grant,None,All,2.93,2.5,644
2019-20,Eastern Washington University,All Transfers,FT/PT Status,Full-Time,Race/Ethnicity,Hispanic,2.64,2.75,105
2018-19,Western Washington University,All Transfers,Pell or Washington College Grant Status,Received Pell or WA College Grant,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,2.74,2.5,33
2018-19,Western Washington University,All Transfers,Pell or Washington College Grant Status,Received Pell or WA College Grant,Race/Ethnicity,Hispanic,2.72,2.5,63
2018-19,Western Washington University,All Transfers,Pell or Washington College Grant Status,Received Pell or WA College Grant,Race/Ethnicity,Multi Racial,3.04,2.75,57
2018-19,Western Washington University,All Transfers,Pell or Washington College Grant Status,Received Pell or WA College Grant,Race/Ethnicity,White,2.93,2.5,457
2018-19,Western Washington University,All Transfers,Pell or Washington College Grant Status,Received Pell or WA College Grant,Sex,Female,2.8,2.5,378
2018-19,Western Washington University,All Transfers,Pell or Washington College Grant Status,Received Pell or WA College Grant,Sex,Male,3.11,2.75,266
2018-19,Western Washington University,All Transfers,Pre-College Course Taking,Did not take Pre-College Course,None,All,2.78,2.5,1386
2018-19,Western Washington University,All Transfers,Pre-College Course Taking,Did not take Pre-College Course,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,2.65,2.42,61
2018-19,Western Washington University,All Transfers,Pre-College Course Taking,Did not take Pre-College Course,Race/Ethnicity,Black,2.31,2.25,22
2018-19,Western Washington University,All Transfers,Pre-College Course Taking,Did not take Pre-College Course,Race/Ethnicity,Hispanic,2.86,2.75,106
2018-19,Western Washington University,All Transfers,Pre-College Course Taking,Did not take Pre-College Course,Race/Ethnicity,Multi Racial,3.08,2.75,116
2018-19,Western Washington University,All Transfers,Pre-College Course Taking,Did not take Pre-College Course,Race/Ethnicity,Unknown,2.44,1.92,48
2018-19,Western Washington University,All Transfers,Pre-College Course Taking,Did not take Pre-College Course,Race/Ethnicity,White,2.76,2.5,1026
2018-19,Western Washington University,All Transfers,Pre-College Course Taking,Did not take Pre-College Course,Sex,Female,2.66,2.42,790
2018-19,Western Washington University,All Transfers,Pre-College Course Taking,Did not take Pre-College Course,Sex,Male,2.94,2.5,596
2018-19,Western Washington University,All Transfers,Pre-College Course Taking,Did not take Pre-College Course,Washington College Grant Status,Did Not Receive WA College Grant,2.68,2.42,841
2018-19,Western Washington University,All Transfers,Pre-College Course Taking,Did not take Pre-College Course,Washington College Grant Status,Received WA College Grant,2.94,2.5,545
2018-19,Western Washington University,All Transfers,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,None,All,2.65,2.42,61
2018-19,Western Washington University,All Transfers,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,Sex,Female,2.48,2.25,37
2018-19,Western Washington University,All Transfers,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,Sex,Male,2.91,2.75,24
2018-19,Western Washington University,All Transfers,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,Washington College Grant Status,Did Not Receive WA College Grant,2.75,2.42,32
2018-19,Western Washington University,All Transfers,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,Washington College Grant Status,Received WA College Grant,2.55,2.25,29
2018-19,Western Washington University,All Transfers,Race/Ethnicity,Black,None,All,2.31,2.25,22
2018-19,Western Washington University,All Transfers,Race/Ethnicity,Hispanic,None,All,2.86,2.75,106
2018-19,Western Washington University,All Transfers,Race/Ethnicity,Hispanic,Sex,Female,2.87,2.75,66
2018-19,Western Washington University,All Transfers,Race/Ethnicity,Hispanic,Sex,Male,2.85,2.75,40
2018-19,Western Washington University,All Transfers,Race/Ethnicity,Hispanic,Washington College Grant Status,Did Not Receive WA College Grant,2.97,2.75,51
2018-19,Western Washington University,All Transfers,Race/Ethnicity,Hispanic,Washington College Grant Status,Received WA College Grant,2.77,2.75,55
2018-19,Western Washington University,All Transfers,Race/Ethnicity,Multi Racial,None,All,3.08,2.75,116
2018-19,Western Washington University,All Transfers,Race/Ethnicity,Multi Racial,Sex,Female,2.93,2.5,64
2018-19,Western Washington University,All Transfers,Race/Ethnicity,Multi Racial,Sex,Male,3.26,2.75,52
2018-19,Western Washington University,All Transfers,Race/Ethnicity,Multi Racial,Washington College Grant Status,Did Not Receive WA College Grant,3.18,2.5,65
2018-19,Western Washington University,All Transfers,Race/Ethnicity,Multi Racial,Washington College Grant Status,Received WA College Grant,2.95,2.75,51
2018-19,Western Washington University,All Transfers,Race/Ethnicity,Unknown,None,All,2.44,1.92,48
2018-19,Western Washington University,All Transfers,Race/Ethnicity,Unknown,Sex,Female,2.08,1.92,24
2018-19,Western Washington University,All Transfers,Race/Ethnicity,Unknown,Sex,Male,2.8,1.92,24
2018-19,Western Washington University,All Transfers,Race/Ethnicity,Unknown,Washington College Grant Status,Did Not Receive WA College Grant,2.18,2.25,38
2018-19,Western Washington University,All Transfers,Race/Ethnicity,White,None,All,2.76,2.5,1026
2018-19,Western Washington University,All Transfers,Race/Ethnicity,White,Sex,Female,2.62,2.42,583
2018-19,Western Washington University,All Transfers,Race/Ethnicity,White,Washington College Grant Status,Did Not Receive WA College Grant,2.64,2.42,645
2018-19,Western Washington University,All Transfers,Race/Ethnicity,White,Washington College Grant Status,Received WA College Grant,2.96,2.5,381
2018-19,Western Washington University,All Transfers,Residency,Non-Residents,None,All,2.61,2.42,91
2018-19,Western Washington University,All Transfers,Residency,Non-Residents,Race/Ethnicity,White,2.8,2.75,46
2018-19,Western Washington University,All Transfers,Residency,Non-Residents,Sex,Female,2.49,2.25,52
2018-19,Western Washington University,All Transfers,Residency,Non-Residents,Sex,Male,2.77,2.5,39
2018-19,Western Washington University,All Transfers,Residency,WA Residents,None,All,2.79,2.5,1295
2018-19,Western Washington University,All Transfers,Residency,WA Residents,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,2.58,2.25,57
2018-19,Western Washington University,All Transfers,Residency,WA Residents,Race/Ethnicity,Black,2.33,2.25,21
2018-19,Western Washington University,All Transfers,Residency,WA Residents,Race/Ethnicity,Hispanic,2.89,2.75,102
2018-19,Western Washington University,All Transfers,Residency,WA Residents,Race/Ethnicity,Multi Racial,3.07,2.75,111
2018-19,Western Washington University,All Transfers,Residency,WA Residents,Race/Ethnicity,Unknown,2.98,1.75,17
2018-19,Western Washington University,All Transfers,Residency,WA Residents,Race/Ethnicity,White,2.75,2.5,980
2018-19,Western Washington University,All Transfers,Residency,WA Residents,Sex,Female,2.67,2.42,738
2018-19,Western Washington University,All Transfers,Residency,WA Residents,Sex,Male,2.96,2.5,557
2018-19,Western Washington University,All Transfers,Sex,Female,None,All,2.66,2.42,790
2018-19,Western Washington University,All Transfers,Sex,Female,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,2.48,2.25,37
2018-19,Western Washington University,All Transfers,Sex,Female,Race/Ethnicity,Hispanic,2.87,2.75,66
2018-19,Western Washington University,All Transfers,Sex,Female,Race/Ethnicity,Multi Racial,2.93,2.5,64
2018-19,Western Washington University,All Transfers,Sex,Female,Race/Ethnicity,Unknown,2.08,1.92,24
2018-19,Western Washington University,All Transfers,Sex,Female,Race/Ethnicity,White,2.62,2.42,583
2018-19,Western Washington University,All Transfers,Sex,Female,Washington College Grant Status,Did Not Receive WA College Grant,2.54,2.25,478
2018-19,Western Washington University,All Transfers,Sex,Female,Washington College Grant Status,Received WA College Grant,2.84,2.5,312
2018-19,Western Washington University,All Transfers,Sex,Male,None,All,2.94,2.5,596
2018-19,Western Washington University,All Transfers,Sex,Male,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,2.91,2.75,24
2018-19,Western Washington University,All Transfers,Sex,Male,Race/Ethnicity,Hispanic,2.85,2.75,40
2018-19,Western Washington University,All Transfers,Sex,Male,Race/Ethnicity,Multi Racial,3.26,2.75,52
2018-19,Western Washington University,All Transfers,Sex,Male,Race/Ethnicity,Unknown,2.8,1.92,24
2018-19,Western Washington University,All Transfers,Sex,Male,Race/Ethnicity,White,2.94,2.5,443
2018-19,Western Washington University,All Transfers,Sex,Male,Washington College Grant Status,Did Not Receive WA College Grant,2.86,2.5,363
2018-19,Western Washington University,All Transfers,Sex,Male,Washington College Grant Status,Received WA College Grant,3.08,2.75,233
2018-19,Western Washington University,All Transfers,STEM or High Demand Status,Not STEM or High Demand,None,All,2.71,2.42,928
2018-19,Western Washington University,All Transfers,STEM or High Demand Status,Not STEM or High Demand,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,2.57,2.42,41
2018-19,Western Washington University,All Transfers,STEM or High Demand Status,Not STEM or High Demand,Race/Ethnicity,Hispanic,2.79,2.5,81
2018-19,Western Washington University,All Transfers,STEM or High Demand Status,Not STEM or High Demand,Race/Ethnicity,Multi Racial,3.07,2.5,73
2018-19,Western Washington University,All Transfers,STEM or High Demand Status,Not STEM or High Demand,Race/Ethnicity,Unknown,2.48,1.92,37
2018-19,Western Washington University,All Transfers,STEM or High Demand Status,Not STEM or High Demand,Race/Ethnicity,White,2.67,2.25,673
2018-19,Western Washington University,All Transfers,STEM or High Demand Status,Not STEM or High Demand,Sex,Female,2.59,2.25,542
2018-19,Western Washington University,All Transfers,STEM or High Demand Status,Not STEM or High Demand,Sex,Male,2.89,2.42,386
2018-19,Western Washington University,All Transfers,STEM or High Demand Status,Not STEM or High Demand,Washington College Grant Status,Did Not Receive WA College Grant,2.6,2.25,568
2018-19,Western Washington University,All Transfers,STEM or High Demand Status,Not STEM or High Demand,Washington College Grant Status,Received WA College Grant,2.89,2.42,360
2018-19,Western Washington University,All Transfers,STEM or High Demand Status,STEM or High Demand,None,All,2.92,2.75,458
2018-19,Western Washington University,All Transfers,STEM or High Demand Status,STEM or High Demand,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,2.82,2.25,20
2018-19,Western Washington University,All Transfers,STEM or High Demand Status,STEM or High Demand,Race/Ethnicity,Hispanic,3.09,2.92,25
2018-19,Western Washington University,All Transfers,STEM or High Demand Status,STEM or High Demand,Race/Ethnicity,Multi Racial,3.09,2.75,43
2018-19,Western Washington University,All Transfers,STEM or High Demand Status,STEM or High Demand,Race/Ethnicity,Unknown,2.29,2.25,11
2018-19,Western Washington University,All Transfers,STEM or High Demand Status,STEM or High Demand,Race/Ethnicity,White,2.93,2.75,353
2018-19,Western Washington University,All Transfers,STEM or High Demand Status,STEM or High Demand,Sex,Female,2.81,2.5,248
2018-19,Western Washington University,All Transfers,STEM or High Demand Status,STEM or High Demand,Sex,Male,3.05,2.75,210
2018-19,Western Washington University,All Transfers,STEM or High Demand Status,STEM or High Demand,Washington College Grant Status,Did Not Receive WA College Grant,2.84,2.5,273
2018-19,Western Washington University,All Transfers,STEM or High Demand Status,STEM or High Demand,Washington College Grant Status,Received WA College Grant,3.04,2.75,185
2018-19,Western Washington University,All Transfers,Veteran Status,Non-Veteran/Unknown,None,All,2.79,2.5,1351
2018-19,Western Washington University,All Transfers,Veteran Status,Non-Veteran/Unknown,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,2.65,2.25,60
2018-19,Western Washington University,All Transfers,Veteran Status,Non-Veteran/Unknown,Race/Ethnicity,Black,2.26,2.25,21
2018-19,Western Washington University,All Transfers,Veteran Status,Non-Veteran/Unknown,Race/Ethnicity,Hispanic,2.88,2.75,103
2018-19,Western Washington University,All Transfers,Veteran Status,Non-Veteran/Unknown,Race/Ethnicity,Multi Racial,3.09,2.75,113
2018-19,Western Washington University,All Transfers,Veteran Status,Non-Veteran/Unknown,Race/Ethnicity,Unknown,2.44,1.92,48
2018-19,Western Washington University,All Transfers,Veteran Status,Non-Veteran/Unknown,Race/Ethnicity,White,2.76,2.5,999
2018-19,Western Washington University,All Transfers,Veteran Status,Non-Veteran/Unknown,Sex,Female,2.66,2.42,780
2018-19,Western Washington University,All Transfers,Veteran Status,Non-Veteran/Unknown,Sex,Male,2.95,2.5,571
2018-19,Western Washington University,All Transfers,Veteran Status,Non-Veteran/Unknown,Washington College Grant Status,Did Not Receive WA College Grant,2.69,2.42,828
2018-19,Western Washington University,All Transfers,Veteran Status,Non-Veteran/Unknown,Washington College Grant Status,Received WA College Grant,2.95,2.5,523
2018-19,Western Washington University,All Transfers,Washington College Grant Status,Did Not Receive WA College Grant,None,All,2.68,2.42,841
2018-19,Western Washington University,All Transfers,Washington College Grant Status,Did Not Receive WA College Grant,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,2.75,2.42,32
2018-19,Western Washington University,All Transfers,Washington College Grant Status,Did Not Receive WA College Grant,Race/Ethnicity,Hispanic,2.97,2.75,51
2018-19,Western Washington University,All Transfers,Washington College Grant Status,Did Not Receive WA College Grant,Race/Ethnicity,Multi Racial,3.18,2.5,65
2018-19,Western Washington University,All Transfers,Washington College Grant Status,Did Not Receive WA College Grant,Race/Ethnicity,Unknown,2.18,2.25,38
2018-19,Western Washington University,All Transfers,Washington College Grant Status,Did Not Receive WA College Grant,Race/Ethnicity,White,2.64,2.42,645
2018-19,Western Washington University,All Transfers,Washington College Grant Status,Did Not Receive WA College Grant,Sex,Female,2.54,2.25,478
2018-19,Western Washington University,All Transfers,Washington College Grant Status,Did Not Receive WA College Grant,Sex,Male,2.86,2.5,363
2018-19,Western Washington University,All Transfers,Washington College Grant Status,Received WA College Grant,None,All,2.94,2.5,545
2018-19,Western Washington University,All Transfers,Washington College Grant Status,Received WA College Grant,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,2.55,2.25,29
2018-19,Western Washington University,All Transfers,Washington College Grant Status,Received WA College Grant,Race/Ethnicity,Hispanic,2.77,2.75,55
2018-19,Western Washington University,All Transfers,Washington College Grant Status,Received WA College Grant,Race/Ethnicity,Multi Racial,2.95,2.75,51
2018-19,Western Washington University,All Transfers,Washington College Grant Status,Received WA College Grant,Race/Ethnicity,White,2.96,2.5,381
2018-19,Western Washington University,All Transfers,Washington College Grant Status,Received WA College Grant,Sex,Female,2.84,2.5,312
2018-19,Western Washington University,All Transfers,Washington College Grant Status,Received WA College Grant,Sex,Male,3.08,2.75,233
2018-19,Western Washington University,Direct from High School,Age,<= 24 years old,None,All,3.98,3.75,2028
2018-19,Western Washington University,Direct from High School,Age,<= 24 years old,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,4.03,3.75,174
2018-19,Western Washington University,Direct from High School,Age,<= 24 years old,Race/Ethnicity,Hispanic,4.06,3.92,145
2018-19,Western Washington University,Direct from High School,Age,<= 24 years old,Washington College Grant Status,Did Not Receive WA College Grant,3.94,3.75,1598
2018-19,Western Washington University,Direct from High School,Age,<= 24 years old,Washington College Grant Status,Received WA College Grant,4.15,3.92,430
2018-19,Western Washington University,Direct from High School,Age,>= 30 years old,None,All,15.3,16.5,11
2018-19,Western Washington University,Direct from High School,Age,25-29 years old,None,All,8.05,7.92,74
2018-19,Western Washington University,Direct from High School,Age,25-29 years old,Race/Ethnicity,White,8.18,7.92,55
2018-19,Western Washington University,Direct from High School,Age,25-29 years old,Sex,Female,8.78,8.25,38
2018-19,Western Washington University,Direct from High School,Age,25-29 years old,Sex,Male,7.28,6.92,36
2018-19,Western Washington University,Direct from High School,Age,25-29 years old,Washington College Grant Status,Did Not Receive WA College Grant,8.12,7.92,39
2018-19,Western Washington University,Direct from High School,Age,25-29 years old,Washington College Grant Status,Received WA College Grant,7.96,7.75,35
2018-19,Western Washington University,Direct from High School,FT/PT Status,Full-Time,None,All,4.18,3.75,2101
2018-19,Western Washington University,Direct from High School,FT/PT Status,Full-Time,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,4.16,3.75,176
2018-19,Western Washington University,Direct from High School,FT/PT Status,Full-Time,Race/Ethnicity,Black,4.6,4.25,49
2018-19,Western Washington University,Direct from High School,FT/PT Status,Full-Time,Race/Ethnicity,Hispanic,4.22,3.92,148
2018-19,Western Washington University,Direct from High School,FT/PT Status,Full-Time,Race/Ethnicity,Multi Racial,4.2,3.92,173
2018-19,Western Washington University,Direct from High School,FT/PT Status,Full-Time,Race/Ethnicity,Unknown,4.01,3.75,28
2018-19,Western Washington University,Direct from High School,FT/PT Status,Full-Time,Race/Ethnicity,White,4.17,3.75,1519
2018-19,Western Washington University,Direct from High School,FT/PT Status,Full-Time,Sex,Female,4.08,3.75,1211
2018-19,Western Washington University,Direct from High School,FT/PT Status,Full-Time,Sex,Male,4.31,4.25,890
2018-19,Western Washington University,Direct from High School,FT/PT Status,Full-Time,Washington College Grant Status,Did Not Receive WA College Grant,4.08,3.75,1632
2018-19,Western Washington University,Direct from High School,FT/PT Status,Full-Time,Washington College Grant Status,Received WA College Grant,4.52,4.25,469
2018-19,Western Washington University,Direct from High School,FT/PT Status,Part-Time,None,All,4.62,2.92,12
2018-19,Western Washington University,Direct from High School,None (All Students),All,None,All,4.18,3.75,2113
2018-19,Western Washington University,Direct from High School,Pell Grant Status,Did Not Receive Pell Grant,None,All,4.1,3.75,1495
2018-19,Western Washington University,Direct from High School,Pell Grant Status,Did Not Receive Pell Grant,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,4.06,3.75,102
2018-19,Western Washington University,Direct from High School,Pell Grant Status,Did Not Receive Pell Grant,Race/Ethnicity,Hispanic,4.07,3.92,82
2018-19,Western Washington University,Direct from High School,Pell Grant Status,Did Not Receive Pell Grant,Race/Ethnicity,Multi Racial,4.18,3.75,111
2018-19,Western Washington University,Direct from High School,Pell Grant Status,Did Not Receive Pell Grant,Race/Ethnicity,Unknown,3.68,3.75,22
2018-19,Western Washington University,Direct from High School,Pell Grant Status,Did Not Receive Pell Grant,Race/Ethnicity,White,4.11,3.75,1154
2018-19,Western Washington University,Direct from High School,Pell Grant Status,Did Not Receive Pell Grant,Sex,Female,4,3.75,846
2018-19,Western Washington University,Direct from High School,Pell Grant Status,Did Not Receive Pell Grant,Sex,Male,4.23,3.92,649
2018-19,Western Washington University,Direct from High School,Pell Grant Status,Received Pell Grant,None,All,4.39,4.25,618
2018-19,Western Washington University,Direct from High School,Pell Grant Status,Received Pell Grant,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,4.28,3.75,76
2018-19,Western Washington University,Direct from High School,Pell Grant Status,Received Pell Grant,Race/Ethnicity,Hispanic,4.38,3.92,67
2018-19,Western Washington University,Direct from High School,Pell Grant Status,Received Pell Grant,Race/Ethnicity,Multi Racial,4.24,4.25,62
2018-19,Western Washington University,Direct from High School,Pell Grant Status,Received Pell Grant,Race/Ethnicity,White,4.38,3.92,374
2018-19,Western Washington University,Direct from High School,Pell Grant Status,Received Pell Grant,Sex,Female,4.29,3.75,373
2018-19,Western Washington University,Direct from High School,Pell Grant Status,Received Pell Grant,Sex,Male,4.53,4.5,245
2018-19,Western Washington University,Direct from High School,Pell or Washington College Grant Status,Did Not Receive Pell or WA College Grant,None,All,4.1,3.75,1476
2018-19,Western Washington University,Direct from High School,Pell or Washington College Grant Status,Did Not Receive Pell or WA College Grant,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,4.07,3.75,101
2019-20,Eastern Washington University,All Transfers,FT/PT Status,Full-Time,Race/Ethnicity,Multi Racial,2.67,2.75,59
2018-19,Western Washington University,Direct from High School,Pell or Washington College Grant Status,Did Not Receive Pell or WA College Grant,Race/Ethnicity,Hispanic,4.09,4.25,71
2018-19,Western Washington University,Direct from High School,Pell or Washington College Grant Status,Did Not Receive Pell or WA College Grant,Race/Ethnicity,Multi Racial,4.18,3.75,111
2018-19,Western Washington University,Direct from High School,Pell or Washington College Grant Status,Did Not Receive Pell or WA College Grant,Race/Ethnicity,Unknown,3.68,3.75,22
2018-19,Western Washington University,Direct from High School,Pell or Washington College Grant Status,Did Not Receive Pell or WA College Grant,Race/Ethnicity,White,4.11,3.75,1147
2018-19,Western Washington University,Direct from High School,Pell or Washington College Grant Status,Did Not Receive Pell or WA College Grant,Sex,Female,4,3.75,837
2018-19,Western Washington University,Direct from High School,Pell or Washington College Grant Status,Did Not Receive Pell or WA College Grant,Sex,Male,4.24,3.92,639
2018-19,Western Washington University,Direct from High School,Pell or Washington College Grant Status,Received Pell or WA College Grant,None,All,4.37,3.92,637
2018-19,Western Washington University,Direct from High School,Pell or Washington College Grant Status,Received Pell or WA College Grant,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,4.27,3.75,77
2018-19,Western Washington University,Direct from High School,Pell or Washington College Grant Status,Received Pell or WA College Grant,Race/Ethnicity,Hispanic,4.32,3.92,78
2018-19,Western Washington University,Direct from High School,Pell or Washington College Grant Status,Received Pell or WA College Grant,Race/Ethnicity,Multi Racial,4.24,4.25,62
2018-19,Western Washington University,Direct from High School,Pell or Washington College Grant Status,Received Pell or WA College Grant,Race/Ethnicity,White,4.37,3.92,381
2018-19,Western Washington University,Direct from High School,Pell or Washington College Grant Status,Received Pell or WA College Grant,Sex,Female,4.29,3.75,382
2018-19,Western Washington University,Direct from High School,Pell or Washington College Grant Status,Received Pell or WA College Grant,Sex,Male,4.5,4.5,255
2018-19,Western Washington University,Direct from High School,Pre-College Course Taking,Did not take Pre-College Course,None,All,4.18,3.75,2113
2018-19,Western Washington University,Direct from High School,Pre-College Course Taking,Did not take Pre-College Course,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,4.16,3.75,178
2018-19,Western Washington University,Direct from High School,Pre-College Course Taking,Did not take Pre-College Course,Race/Ethnicity,Black,4.6,4.25,49
2018-19,Western Washington University,Direct from High School,Pre-College Course Taking,Did not take Pre-College Course,Race/Ethnicity,Hispanic,4.21,3.92,149
2018-19,Western Washington University,Direct from High School,Pre-College Course Taking,Did not take Pre-College Course,Race/Ethnicity,Multi Racial,4.2,3.92,173
2018-19,Western Washington University,Direct from High School,Pre-College Course Taking,Did not take Pre-College Course,Race/Ethnicity,Unknown,4.01,3.75,28
2018-19,Western Washington University,Direct from High School,Pre-College Course Taking,Did not take Pre-College Course,Race/Ethnicity,White,4.18,3.75,1528
2018-19,Western Washington University,Direct from High School,Pre-College Course Taking,Did not take Pre-College Course,Sex,Female,4.09,3.75,1219
2018-19,Western Washington University,Direct from High School,Pre-College Course Taking,Did not take Pre-College Course,Sex,Male,4.31,4.25,894
2018-19,Western Washington University,Direct from High School,Pre-College Course Taking,Did not take Pre-College Course,Washington College Grant Status,Did Not Receive WA College Grant,4.09,3.75,1644
2018-19,Western Washington University,Direct from High School,Pre-College Course Taking,Did not take Pre-College Course,Washington College Grant Status,Received WA College Grant,4.52,4.25,469
2018-19,Western Washington University,Direct from High School,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,None,All,4.16,3.75,178
2018-19,Western Washington University,Direct from High School,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,Sex,Female,4.01,3.75,97
2018-19,Western Washington University,Direct from High School,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,Sex,Male,4.34,4.25,81
2018-19,Western Washington University,Direct from High School,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,Washington College Grant Status,Did Not Receive WA College Grant,4.05,3.75,113
2018-19,Western Washington University,Direct from High School,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,Washington College Grant Status,Received WA College Grant,4.34,3.92,65
2018-19,Western Washington University,Direct from High School,Race/Ethnicity,Black,None,All,4.6,4.25,49
2018-19,Western Washington University,Direct from High School,Race/Ethnicity,Hispanic,None,All,4.21,3.92,149
2018-19,Western Washington University,Direct from High School,Race/Ethnicity,Hispanic,Sex,Female,4.18,3.75,91
2018-19,Western Washington University,Direct from High School,Race/Ethnicity,Hispanic,Sex,Male,4.26,4.25,58
2018-19,Western Washington University,Direct from High School,Race/Ethnicity,Hispanic,Washington College Grant Status,Did Not Receive WA College Grant,4.06,3.92,85
2018-19,Western Washington University,Direct from High School,Race/Ethnicity,Hispanic,Washington College Grant Status,Received WA College Grant,4.41,3.92,64
2018-19,Western Washington University,Direct from High School,Race/Ethnicity,Multi Racial,Washington College Grant Status,Did Not Receive WA College Grant,4.13,3.75,126
2018-19,Western Washington University,Direct from High School,Race/Ethnicity,Multi Racial,Washington College Grant Status,Received WA College Grant,4.39,4.5,47
2018-19,Western Washington University,Direct from High School,Race/Ethnicity,Unknown,None,All,4.01,3.75,28
